"Dist","ICE_BASE","model_bed","TOPOGRAPHY"
16807.1613198005,NA,-352.566,12
16857.2177957338,NA,-354.6,12.3
16907.2350732488,NA,-357.569,12
16957.2139102265,NA,-361.282,11.9
17007.1307512202,NA,-364.991,11.9
17057.004249119,NA,-368.696,11.7
17106.8360362086,NA,-372.398,11.8
17156.6122430285,NA,-376.096,11.9
17206.34103351,NA,-379.79,11.8
17256.0321549891,NA,-383.482,12
17305.6766823115,NA,-387.17,11.8
17355.2697369665,NA,-390.854,11.8
17404.8153916177,NA,-394.535,11.7
17454.3266516275,NA,-398.213,11.7
17503.8051445771,NA,-401.889,11.7
17553.2240561436,NA,-405.56,11.8
17602.6102043866,NA,-409.229,12.1
17651.9571044761,NA,-412.895,7.7
17701.2671967953,NA,-416.558,8.3
17750.5543536368,NA,-420.22,8.8
17799.8120690202,NA,-423.879,9
17849.0322897985,NA,-427.536,9.3
17898.2346143291,NA,-431.191,9.5
17947.4157475742,NA,-434.845,9.6
17996.5839018779,NA,-438.498,9.7
18045.7447302437,NA,-442.15,9.7
18094.891664056,NA,-445.801,9.6
18144.0637158101,NA,-449.454,9.5
18193.2356964731,NA,-453.107,9.5
18242.4344154161,NA,-456.762,9.4
18291.6484785478,NA,-459.475,9.4
18340.9007011362,NA,-459.246,11.8
18390.1765008085,NA,-459.016,11.7
18439.4833188047,NA,-458.787,11.7
18488.8294123809,NA,-458.558,11.7
18538.1994433249,NA,-458.328,11.7
18587.6072507939,NA,-458.098,11.7
18637.034350553,NA,-457.868,11.7
18686.4969616575,NA,-457.638,11.7
18735.9813543811,NA,-457.408,11.7
18785.4686651494,NA,-457.178,11.7
18835.0007144279,NA,-456.947,11.7
18884.5443797002,NA,-456.717,11.6
18934.105626842,NA,-456.486,11.7
18983.6800854673,NA,-456.256,11.8
19033.2677657151,NA,-456.025,11.8
19082.8702384701,NA,-455.794,11.7
19132.4937517967,NA,-455.563,11.7
19182.1344078113,NA,-455.333,11.8
19231.7815551619,NA,-455.102,11.9
19281.4552053216,NA,-454.871,11.8
19331.1574423347,NA,-454.639,11.7
19380.8945030366,NA,-454.408,11.7
19430.6684840164,NA,-454.176,11.6
19480.489283259,NA,-453.945,11.7
19530.3623567155,NA,-453.713,11.7
19580.2737492898,NA,-453.481,11.7
19630.2457898976,NA,-453.248,11.7
19680.2661209203,NA,-453.015,11.7
19730.3333831062,NA,-453.795,11.8
19780.44065561,NA,-454.651,11.7
19830.5987565238,NA,-455.509,11.6
19880.7992342107,NA,-456.367,11.6
19931.0444240552,NA,-457.227,11.7
19981.3344080512,NA,-458.087,11.7
20031.6576806775,NA,-458.947,11.7
20082.0020782664,NA,-459.808,11.7
20132.3775264721,NA,-460.669,11.7
20182.7725713873,NA,-461.531,11.7
20233.1986737403,NA,-462.393,11.7
20283.6313887282,NA,-463.256,11.7
20334.0944028147,NA,-464.118,11.7
20384.5930652783,NA,-464.982,11.7
20435.0975890831,NA,-465.845,11.7
20485.625558618,NA,-466.709,11.7
20536.1937898284,NA,-467.574,11.9
20586.7525955598,NA,-468.439,11.9
20637.3455717966,NA,-469.304,11.7
20687.9680861515,NA,-470.169,11.8
20738.6102324823,NA,-471.035,11.8
20789.2811561926,NA,-471.902,11.8
20839.9701573994,NA,-472.768,11.8
20890.6925420453,NA,-473.636,11.7
20941.4337986825,NA,-474.503,11.7
20992.2030736286,NA,-475.371,11.7
21043.0004033926,NA,-476.24,11.7
21093.7883063658,NA,-477.108,11.8
21144.624918889,NA,-477.332,11.9
21195.4704700219,NA,-477.154,11.8
21246.3456147892,NA,-476.975,11.7
21297.2358492122,NA,-476.796,11.8
21348.1434591811,NA,-476.618,11.8
21399.0699676251,NA,-476.439,11.7
21450.0077903227,NA,-476.26,11.7
21500.9553236452,NA,-476.081,11.7
21551.9102937214,NA,-475.902,11.7
21602.8819020076,NA,-475.724,11.7
21653.8815169998,NA,-475.544,11.8
21704.8923617629,NA,-475.365,11.8
21755.9366256397,NA,-475.186,11.8
21806.9981827395,NA,-475.007,11.8
21858.1069069202,NA,-474.828,11.8
21909.2428841462,NA,-474.648,11.8
21960.4183471308,NA,-474.469,11.7
22011.6150010978,NA,-474.289,11.7
22062.8564501644,NA,-474.109,11.7
22114.1320806855,NA,-473.929,11.7
22165.4387624566,NA,-473.749,11.7
22216.7764994881,NA,-473.569,11.7
22268.1399813077,NA,-473.388,11.8
22319.5429589889,NA,-473.208,11.7
22370.9732021184,NA,-473.027,11.8
22422.4269148873,NA,-472.847,11.8
22473.9116927993,NA,-472.666,11.7
22525.433692899,NA,-472.485,11.7
22576.9852431382,NA,-472.064,11.7
22628.570148177,NA,-471.089,11.8
22680.1685744027,NA,-470.114,11.7
22731.8080300315,NA,-469.138,11.8
22783.4732410668,NA,-468.162,11.8
22835.1680137797,NA,-467.184,11.8
22886.873266585,NA,-466.207,11.7
22938.6271704959,NA,-465.229,11.8
22990.3899901857,NA,-464.251,11.8
23042.1823833353,NA,-463.272,11.8
23094.0005027957,NA,-462.292,11.8
23145.8359766142,NA,-461.312,11.8
23197.7117492013,NA,-460.332,11.7
23249.5972483588,NA,-459.351,11.7
23301.5077794961,NA,-458.37,11.7
23353.4502164847,NA,-457.388,11.7
23405.4077783964,NA,-456.406,11.7
23457.3881022642,NA,-455.424,11.7
23509.395812459,NA,-454.441,11.7
23561.4233184075,NA,-453.457,11.7
23613.4682269092,NA,-452.474,11.7
23665.5267951882,NA,-451.49,11.8
23717.6219532405,NA,-450.505,11.8
23769.7323447799,NA,-449.52,11.8
23821.8723884652,NA,-448.535,11.8
23874.0222706528,NA,-447.549,11.7
23926.2056836885,NA,-446.563,11.7
23978.4005004306,NA,-445.576,11.7
24030.622064,NA,-444.589,11.7
24082.8550543202,NA,-441.773,11.7
24135.1093787536,NA,-438.938,11.7
24187.3844853516,NA,-436.103,11.7
24239.6749507479,NA,-433.266,11.7
24291.9922407015,NA,-430.429,11.8
24344.3150393755,NA,-427.591,11.8
24396.67614314,NA,-424.75,11.8
24449.0388843936,NA,-421.91,11.8
24501.4336933511,NA,-419.068,11.8
24553.8459975678,NA,-416.225,11.8
24606.2659234854,NA,-413.382,11.8
24658.7041343876,NA,-410.538,12.4
24711.1811658066,NA,-407.691,12.2
24763.661906491,NA,-404.844,12.4
24816.1578001469,NA,-401.997,12.4
24868.6735570556,NA,-399.148,12.6
24921.2068257404,NA,-396.299,12.5
24973.7560375352,NA,-393.448,12.5
25026.3266949804,NA,-390.597,12.5
25078.9172315707,NA,-387.744,12.1
25131.5114912318,NA,-384.892,11.9
25184.1335102187,NA,-382.037,12
25236.7738484061,NA,-379.182,12
25289.4234356279,NA,-376.326,12
25342.0913494505,NA,-373.469,12
25394.7744369996,NA,-370.612,11.9
25447.4726993105,NA,-367.753,11.9
25500.1845590041,NA,-364.894,11.9
25552.9123845306,NA,-363.688,12.1
25605.65538774,NA,-363.269,12.2
25658.4096216044,NA,-362.85,12.2
25711.1888924134,NA,-362.431,12.4
25763.9742750997,NA,-362.012,12.1
25816.7681436265,NA,-361.593,12
25869.5862603433,NA,-361.174,12.3
25922.416823459,NA,-360.755,12.1
25975.2633644129,NA,-360.336,11.9
26028.1191994393,NA,-359.916,11.8
26080.9933926541,NA,-359.496,11.8
26133.8792691113,NA,-359.077,11.8
26186.7728722626,NA,-358.657,11.8
26239.6911954499,NA,-358.237,12
26292.6263062184,NA,-357.817,12.1
26345.5774120695,NA,-357.396,12.2
26398.5599189727,NA,-356.976,12.1
26451.5461988282,NA,-356.555,11.9
26504.565776497,NA,-356.135,11.9
26557.6005592437,NA,-355.714,11.9
26610.6465732151,NA,-355.292,11.9
26663.7274772231,NA,-354.871,11.9
26716.8294567776,NA,-354.45,11.9
26769.9450534988,NA,-354.028,11.9
26823.0857002891,NA,-353.606,11.9
26876.242349899,NA,-353.184,11.8
26929.42405095,NA,-352.762,11.9
26982.6119153002,NA,-352.34,11.9
27035.828809222,NA,-351.918,11.9
27089.0609161066,NA,-351.495,11.9
27142.3212601508,NA,-351.072,11.9
27195.6082509768,NA,-350.65,11.9
27248.9096621429,NA,-350.227,11.9
27302.2377219336,NA,-349.803,11.9
27355.5932277062,NA,-349.38,11.9
27408.9575823154,NA,-348.957,11.9
27462.337952574,NA,-348.533,11.9
27515.7279684,NA,-348.109,11.9
27569.1358786465,NA,-347.685,11.9
27622.5593004871,NA,-347.261,12
27675.9777573032,NA,-346.838,12
27729.419990927,NA,-346.413,11.9
27782.8702893067,NA,-345.989,11.8
27836.3334192504,NA,-345.565,11.8
27889.8096999517,NA,-345.14,11.8
27943.2924632989,NA,-344.716,11.8
27996.7947358173,NA,-344.291,11.8
28050.3042886799,NA,-343.867,11.8
28103.8376618667,NA,-343.442,11.8
28157.366882195,NA,-343.017,11.9
28210.9223136496,NA,-342.592,11.8
28264.4964790973,NA,-342.167,11.8
28318.0787304483,NA,-341.741,11.8
28371.6714416611,NA,-341.316,11.9
28425.277777011,NA,-340.891,11.9
28478.8937819324,NA,-340.465,11.8
28532.543924509,NA,-340.109,11.8
28586.1725728872,NA,-341.046,11.9
28639.8333657081,NA,-341.984,11.9
28693.4915982156,NA,-342.922,11.9
28747.1484514739,NA,-343.859,11.8
28800.8078809421,NA,-344.797,11.9
28854.4446328684,NA,-345.734,11.9
28908.0823972413,NA,-346.672,11.9
28961.6899838269,NA,-347.608,11.9
29015.286356828,NA,-348.545,11.9
29068.870299913,NA,-349.482,11.9
29122.4430357448,NA,-350.418,11.9
29176.0195106602,NA,-351.354,12
29229.5910725854,NA,-352.29,12.1
29283.1624406481,NA,-353.226,12
29336.7288965939,NA,-354.162,11.9
29390.2927997653,NA,-355.099,11.9
29443.8601018975,NA,-356.035,12
29497.4264239189,NA,-356.971,11.9
29551.0000769714,NA,-357.907,12
29604.5787074315,NA,-358.843,12
29658.159964987,NA,-359.78,12.3
29711.7683359492,NA,-360.716,12.6
29765.3962896975,NA,-361.654,12.9
29819.0581282267,NA,-362.591,12.3
29872.7372107135,NA,-363.529,12.3
29926.4548963545,NA,-364.468,12.3
29980.1929636507,NA,-365.407,12.2
30033.9566248108,NA,-366.347,12.2
30087.7576022712,NA,-366.927,12.2
30141.5714121956,NA,-367.378,12.2
30195.42385046,NA,-367.829,12.3
30249.298492716,NA,-368.281,12.5
30303.2109856347,NA,-368.733,12.6
30357.1615804216,NA,-369.186,12.3
30411.1500374167,NA,-369.639,12.5
30465.1893911316,NA,-370.092,12.3
30519.2621738429,NA,-370.545,12.4
30573.3850897355,NA,-370.999,12.2
30627.5406630802,NA,-371.453,12
30681.7395856522,NA,-371.908,12
30735.9735047109,NA,-372.363,12
30790.2424216914,NA,-372.818,12.1
30844.5440054097,NA,-373.273,12.1
30898.8813676224,NA,-373.729,12
30953.2537322667,NA,-374.185,12
31007.6511861795,NA,-374.641,12
31062.0912287523,NA,-375.097,12
31116.5485944227,NA,-375.554,12
31171.0386397323,NA,-376.011,12.3
31225.5697345161,NA,-376.468,12.3
31280.127311291,NA,-376.926,12.3
31334.7160282149,NA,-377.384,12.5
31389.3244151403,NA,-377.842,12.7
31443.9669067935,NA,-378.3,12.3
31498.61824942,NA,-378.758,12.2
31553.2892765011,NA,-379.217,12.2
31607.9684058564,NA,-380.267,12.3
31662.6656846217,NA,-382.123,12.2
31717.3611544624,NA,-383.978,12.2
31772.0763247998,NA,-385.834,12.2
31826.7958653618,NA,-387.691,12.2
31881.5259405714,NA,-389.547,12.2
31936.2657166334,NA,-391.405,12
31991.0160297195,NA,-393.262,12.4
32045.7730344966,NA,-395.12,12.4
32100.5290474986,NA,-396.977,12.3
32155.302476126,NA,-398.835,12.2
32210.0925569161,NA,-400.694,12.2
32264.8786243283,NA,-402.553,12.1
32319.6913037797,NA,-404.412,12.1
32374.5114609517,NA,-406.272,12.3
32429.3444562529,NA,-408.132,12.4
32484.1788105719,NA,-409.993,12.4
32539.0405715187,NA,-411.854,12.3
32593.9052361766,NA,-413.715,12.4
32648.7651735154,NA,-415.578,12.2
32703.6463926024,NA,-417.44,12.1
32758.5443166077,NA,-419.303,12.2
32813.4459315668,NA,-421.166,12.3
32868.3626775429,NA,-423.03,12.3
32923.2946124614,NA,-424.894,12.2
32978.2447275436,NA,-426.758,12.1
33033.207687127,NA,-428.623,12.2
33088.1911737857,NA,-430.488,12.1
33143.1890305084,NA,-432.354,13.5
33198.2119901907,NA,-434.22,12.2
33253.2455086438,NA,-436.087,12.2
33308.3048937027,NA,-437.954,12.2
33363.3702076009,NA,-439.821,12.7
33418.4621528928,NA,-441.689,12.2
33473.5715259091,NA,-443.558,12.3
33528.6860714743,NA,-445.427,12.1
33583.8303074501,NA,-447.297,12
33638.9843072881,NA,-449.167,12.1
33694.1519231723,NA,-451.038,12.1
33749.333920366,NA,-452.909,12.1
33804.5417927861,NA,-454.781,12.2
33859.7533200944,NA,-456.653,12.4
33914.9853691832,NA,-458.526,12.7
33970.2271957039,NA,-460.4,14.1
34025.4887779134,NA,-462.274,13.9
34080.7609194466,NA,-464.149,12.5
34136.062766343,NA,-466.024,12.2
34191.3659759962,NA,-467.9,12.1
34246.6889335697,NA,-469.777,12
34302.017086164,NA,-471.654,12.1
34357.3649947553,NA,-473.532,12.2
34412.7234741631,NA,-475.411,12.4
34468.1024883666,NA,-477.29,12.2
34523.4905526289,NA,-479.17,12.1
34578.8960886466,NA,-481.051,12.1
34634.3290512111,NA,-482.932,12.2
34689.7817972077,NA,-484.814,12.3
34745.2627426515,NA,-486.697,14.9
34800.7542998302,NA,-488.581,14.2
34856.2863201812,NA,-490.465,14.2
34911.8389882314,NA,-492.35,12.2
34967.4221832639,NA,-494.236,12.2
35023.0191136299,NA,-496.123,12.3
35078.665795233,NA,-498.01,12.3
35134.3116603694,NA,-499.898,12.2
35189.9934933368,NA,-501.787,12.3
35245.6906636632,NA,-503.677,12.3
35301.4238246148,NA,-505.568,12.3
35357.1783991985,NA,-507.459,12.3
35412.9543939634,NA,-509.352,12.2
35468.7533702208,NA,-511.245,12.2
35524.5730028484,NA,-513.138,12.2
35580.4308092936,NA,-515.033,12.2
35636.2985785854,NA,-516.929,12.2
35692.2037456052,NA,-518.825,12.1
35748.1204423856,NA,-520.722,12.1
35804.0447803522,NA,-522.619,12.1
35859.9859018716,NA,-524.517,12.2
35915.9117177022,NA,-526.414,12.1
35971.84518753,NA,-528.312,12.1
36027.7740584718,NA,-530.209,12.1
36083.6931152968,NA,-532.106,12.1
36139.6107170119,NA,-534.003,12.1
36195.5253057575,NA,-535.9,12.2
36251.4384557974,NA,-537.797,12.1
36307.3533143941,NA,-540.6,12.2
36363.2620432722,NA,-544.363,12.1
36419.1662162789,NA,-548.126,12.1
36475.0705545266,NA,-551.888,12.1
36530.976313317,NA,-555.651,12.1
36586.8822504808,NA,-559.413,12.1
36642.7805022777,NA,-563.176,12.2
36698.6833268192,NA,-566.938,12.1
36754.5887151904,NA,-570.7,12.1
36810.4816953709,NA,-574.462,12.4
36866.384777256,NA,-578.225,14.7
36922.2932317081,NA,-581.987,15.1
36978.20469231,NA,-585.75,14.9
37034.1345754781,NA,-589.515,13.6
37090.0690475956,NA,-593.279,12.2
37146.0259005985,NA,-597.045,12.2
37202.000395447,NA,-600.812,12.1
37257.9964914746,NA,-604.581,12.2
37314.0118194302,NA,-608.351,12.2
37370.0471753999,NA,-612.122,12.4
37426.0993936215,NA,-615.895,14.6
37482.1660979083,NA,-619.668,16.4
37538.241376368,NA,-623.442,18.8
37594.3426063901,NA,-627.218,20.9
37650.4591191019,NA,-630.995,20.6
37706.5834212533,NA,-634.772,21.8
37762.7155174274,NA,-638.55,19.8
37818.8352110037,NA,-642.327,17.2
37874.952036547,NA,-646.151,16.9
37931.0284365911,NA,-650.202,12.8
37987.0940238968,NA,-654.252,12.5
38043.1234899556,NA,-658.3,12.4
38099.1109448939,NA,-662.344,12.3
38155.0859939902,NA,-666.388,12.3
